x(m)	y(m)	Flux(W/m2)
0.19902	1.14	61281.8
0.201219	1.14	60946.9
0.203418	1.14	55254.1
0.205617	1.14	52240.2
0.207816	1.14	44873
0.210015	1.14	45877.6
0.212215	1.14	34157.1
0.214414	1.14	28799.1
0.216613	1.14	25785.2
0.218812	1.14	20427.3
0.00109956	1.26	13394.9
0.00329867	1.26	5692.84
0.00549779	1.26	3683.6
0.0076969	1.26	4018.48
0.00989602	1.26	1339.49
0.0120951	1.26	1004.62
0.0142942	1.26	669.746
0.0164934	1.26	1339.49
0.0186925	1.26	334.873
0.0208916	1.26	334.873
0.0230907	1.26	669.746
0.0252898	1.26	0
0.0274889	1.26	0
0.0296881	1.26	1004.62
0.0318872	1.26	669.746
0.0340863	1.26	1004.62
0.0362854	1.26	1004.62
0.0384845	1.26	669.746
0.0406836	1.26	334.873
0.0428827	1.26	2009.24
0.0450819	1.26	334.873
0.047281	1.26	669.746
0.0494801	1.26	334.873
0.0516792	1.26	1339.49
0.0538783	1.26	1004.62
0.0560774	1.26	334.873
0.0582765	1.26	1004.62
0.0604757	1.26	1339.49
0.0626748	1.26	1339.49
0.0648739	1.26	1004.62
0.067073	1.26	0
0.0692721	1.26	334.873
0.0714712	1.26	1004.62
0.0736704	1.26	1339.49
0.0758695	1.26	1004.62
0.0780686	1.26	1339.49
0.0802677	1.26	0
0.0824668	1.26	1004.62
0.0846659	1.26	334.873
0.086865	1.26	669.746
0.0890642	1.26	669.746
0.0912633	1.26	1339.49
0.0934624	1.26	1339.49
0.0956615	1.26	334.873
0.0978606	1.26	1339.49
0.10006	1.26	1674.37
0.102259	1.26	4018.48
0.104458	1.26	3013.86
0.106657	1.26	10046.2
0.108856	1.26	14734.4
0.111055	1.26	17413.4
0.113254	1.26	19757.5
0.115454	1.26	30473.5
0.117653	1.26	38175.5
0.119852	1.26	41859.1
0.122051	1.26	45877.6
0.12425	1.26	61616.7
0.126449	1.26	56928.4
0.128648	1.26	57598.2
0.130847	1.26	57263.3
0.133046	1.26	54919.2
0.135246	1.26	54919.2
0.137445	1.26	55923.8
0.139644	1.26	53244.8
0.141843	1.26	46212.5
0.144042	1.26	49561.2
0.146241	1.26	50565.8
0.14844	1.26	51235.6
0.150639	1.26	45542.8
0.152838	1.26	47217.1
0.155038	1.26	52910
0.157237	1.26	45207.9
0.159436	1.26	37840.7
0.161635	1.26	36836
0.163834	1.26	41524.3
0.166033	1.26	37840.7
0.168232	1.26	44203.3
0.170431	1.26	43533.5
0.172631	1.26	43198.6
0.17483	1.26	52240.2
0.177029	1.26	47217.1
0.179228	1.26	49896.1
0.181427	1.26	52575.1
0.183626	1.26	47886.9
0.185825	1.26	50565.8
0.188024	1.26	47552
0.190223	1.26	52910
0.192423	1.26	59607.4
0.194622	1.26	60277.2
0.196821	1.26	61951.5
0.19902	1.26	54584.3
0.201219	1.26	49896.1
0.203418	1.26	53244.8
0.205617	1.26	50231
0.207816	1.26	48221.7
0.210015	1.26	41189.4
0.212215	1.26	43198.6
0.214414	1.26	32482.7
0.216613	1.26	25785.2
0.218812	1.26	12725.2
0.00109956	1.38	14064.7
0.00329867	1.38	8371.83
0.00549779	1.38	4018.48
0.0076969	1.38	1674.37
0.00989602	1.38	3013.86
0.0120951	1.38	2009.24
0.0142942	1.38	669.746
0.0164934	1.38	1674.37
0.0186925	1.38	0
0.0208916	1.38	669.746
0.0230907	1.38	1004.62
0.0252898	1.38	669.746
0.0274889	1.38	669.746
0.0296881	1.38	669.746
0.0318872	1.38	669.746
0.0340863	1.38	1339.49
0.0362854	1.38	334.873
0.0384845	1.38	1339.49
0.0406836	1.38	2009.24
0.0428827	1.38	669.746
0.0450819	1.38	669.746
0.047281	1.38	334.873
0.0494801	1.38	669.746
0.0516792	1.38	1004.62
0.0538783	1.38	334.873
0.0560774	1.38	334.873
0.0582765	1.38	1004.62
0.0604757	1.38	1004.62
0.0626748	1.38	669.746
0.0648739	1.38	669.746
0.067073	1.38	1674.37
0.0692721	1.38	1004.62
0.0714712	1.38	1339.49
0.0736704	1.38	669.746
0.0758695	1.38	0
0.0780686	1.38	0
0.0802677	1.38	334.873
0.0824668	1.38	334.873
0.0846659	1.38	669.746
0.086865	1.38	334.873
0.0890642	1.38	0
0.0912633	1.38	334.873
0.0934624	1.38	334.873
0.0956615	1.38	1339.49
0.0978606	1.38	0
0.10006	1.38	0
0.102259	1.38	2344.11
0.104458	1.38	2678.99
0.106657	1.38	7032.34
0.108856	1.38	10046.2
0.111055	1.38	16073.9
0.113254	1.38	29134
0.115454	1.38	30808.3
0.117653	1.38	32147.8
0.119852	1.38	37840.7
0.122051	1.38	39515
0.12425	1.38	54584.3
0.126449	1.38	52240.2
0.128648	1.38	55923.8
0.130847	1.38	56593.6
0.133046	1.38	53244.8
0.135246	1.38	57933.1
0.137445	1.38	65635.1
0.139644	1.38	57933.1
0.141843	1.38	49226.4
0.144042	1.38	47552
0.146241	1.38	51905.3
0.14844	1.38	50900.7
0.150639	1.38	49561.2
0.152838	1.38	40519.7
0.155038	1.38	45542.8
0.157237	1.38	40519.7
0.159436	1.38	44203.3
0.161635	1.38	39515
0.163834	1.38	41859.1
0.166033	1.38	44203.3
0.168232	1.38	37170.9
0.170431	1.38	40854.5
0.172631	1.38	41859.1
0.17483	1.38	44873
0.177029	1.38	45207.9
0.179228	1.38	45542.8
0.181427	1.38	52240.2
0.183626	1.38	44203.3
0.185825	1.38	44538.1
0.188024	1.38	43533.5
0.190223	1.38	55923.8
0.192423	1.38	53914.6
0.194622	1.38	57263.3
0.196821	1.38	50231
0.19902	1.38	59607.4
0.201219	1.38	52240.2
0.203418	1.38	56593.6
0.205617	1.38	52910
0.207816	1.38	51235.6
0.210015	1.38	37170.9
0.212215	1.38	34491.9
0.214414	1.38	30138.6
0.216613	1.38	18418
0.218812	1.38	14399.5
0.00109956	1.5	16743.7
0.00329867	1.5	8371.83
0.00549779	1.5	6027.72
0.0076969	1.5	2344.11
0.00989602	1.5	2344.11
0.0120951	1.5	1339.49
0.0142942	1.5	1004.62
0.0164934	1.5	1004.62
0.0186925	1.5	0
0.0208916	1.5	669.746
0.0230907	1.5	334.873
0.0252898	1.5	0
0.0274889	1.5	669.746
0.0296881	1.5	1004.62
0.0318872	1.5	1674.37
0.0340863	1.5	1339.49
0.0362854	1.5	1004.62
0.0384845	1.5	1004.62
0.0406836	1.5	334.873
0.0428827	1.5	669.746
0.0450819	1.5	334.873
0.047281	1.5	669.746
0.0494801	1.5	0
0.0516792	1.5	669.746
0.0538783	1.5	1674.37
0.0560774	1.5	1339.49
0.0582765	1.5	1339.49
0.0604757	1.5	1339.49
0.0626748	1.5	669.746
0.0648739	1.5	1339.49
0.067073	1.5	669.746
0.0692721	1.5	334.873
0.0714712	1.5	1339.49
0.0736704	1.5	1004.62
0.0758695	1.5	334.873
0.0780686	1.5	334.873
0.0802677	1.5	334.873
0.0824668	1.5	1674.37
0.0846659	1.5	334.873
0.086865	1.5	1674.37
0.0890642	1.5	334.873
0.0912633	1.5	1004.62
0.0934624	1.5	0
0.0956615	1.5	669.746
0.0978606	1.5	1004.62
0.10006	1.5	2009.24
0.102259	1.5	3348.73
0.104458	1.5	3348.73
0.106657	1.5	9711.32
0.108856	1.5	15069.3
0.111055	1.5	18083.2
0.113254	1.5	27459.6
0.115454	1.5	33487.3
0.117653	1.5	35831.4
0.119852	1.5	47217.1
0.122051	1.5	40519.7
0.12425	1.5	55254.1
0.126449	1.5	48221.7
0.128648	1.5	54249.5
0.130847	1.5	55254.1
0.133046	1.5	48556.6
0.135246	1.5	59272.6
0.137445	1.5	54919.2
0.139644	1.5	51570.5
0.141843	1.5	41189.4
0.144042	1.5	50565.8
0.146241	1.5	44873
0.14844	1.5	47552
0.150639	1.5	52910
0.152838	1.5	41859.1
0.155038	1.5	45207.9
0.157237	1.5	45207.9
0.159436	1.5	36501.2
0.161635	1.5	43868.4
0.163834	1.5	39515
0.166033	1.5	38510.4
0.168232	1.5	35496.6
0.170431	1.5	34826.8
0.172631	1.5	47886.9
0.17483	1.5	44538.1
0.177029	1.5	49226.4
0.179228	1.5	45207.9
0.181427	1.5	47552
0.183626	1.5	45207.9
0.185825	1.5	46882.2
0.188024	1.5	52240.2
0.190223	1.5	53244.8
0.192423	1.5	61951.5
0.194622	1.5	61281.8
0.196821	1.5	52240.2
0.19902	1.5	59607.4
0.201219	1.5	60946.9
0.203418	1.5	58937.7
0.205617	1.5	56593.6
0.207816	1.5	49226.4
0.210015	1.5	44203.3
0.212215	1.5	37840.7
0.214414	1.5	26120.1
0.216613	1.5	29134
0.218812	1.5	17078.5
0.00109956	1.62	14399.5
0.00329867	1.62	9711.32
0.00549779	1.62	7032.34
0.0076969	1.62	1674.37
0.00989602	1.62	334.873
0.0120951	1.62	2009.24
0.0142942	1.62	334.873
0.0164934	1.62	1004.62
0.0186925	1.62	1339.49
0.0208916	1.62	0
0.0230907	1.62	0
0.0252898	1.62	669.746
0.0274889	1.62	1004.62
0.0296881	1.62	334.873
0.0318872	1.62	1004.62
0.0340863	1.62	0
0.0362854	1.62	334.873
0.0384845	1.62	1674.37
0.0406836	1.62	2678.99
0.0428827	1.62	2009.24
0.0450819	1.62	1339.49
0.047281	1.62	334.873
0.0494801	1.62	669.746
0.0516792	1.62	669.746
0.0538783	1.62	0
0.0560774	1.62	1004.62
0.0582765	1.62	669.746
0.0604757	1.62	669.746
0.0626748	1.62	334.873
0.0648739	1.62	669.746
0.067073	1.62	334.873
0.0692721	1.62	0
0.0714712	1.62	0
0.0736704	1.62	334.873
0.0758695	1.62	334.873
0.0780686	1.62	1004.62
0.0802677	1.62	334.873
0.0824668	1.62	669.746
0.0846659	1.62	0
0.086865	1.62	334.873
0.0890642	1.62	334.873
0.0912633	1.62	334.873
0.0934624	1.62	669.746
0.0956615	1.62	1004.62
0.0978606	1.62	1674.37
0.10006	1.62	2344.11
0.102259	1.62	2009.24
0.104458	1.62	4353.35
0.106657	1.62	9041.58
0.108856	1.62	13394.9
0.111055	1.62	15739
0.113254	1.62	23441.1
0.115454	1.62	31813
0.117653	1.62	36836
0.119852	1.62	46212.5
0.122051	1.62	44873
0.12425	1.62	52575.1
0.126449	1.62	57598.2
0.128648	1.62	56593.6
0.130847	1.62	57598.2
0.133046	1.62	60946.9
0.135246	1.62	54584.3
0.137445	1.62	61616.7
0.139644	1.62	56593.6
0.141843	1.62	49896.1
0.144042	1.62	47886.9
0.146241	1.62	54584.3
0.14844	1.62	47886.9
0.150639	1.62	46212.5
0.152838	1.62	47886.9
0.155038	1.62	43198.6
0.157237	1.62	47552
0.159436	1.62	47552
0.161635	1.62	43198.6
0.163834	1.62	41524.3
0.166033	1.62	38510.4
0.168232	1.62	39515
0.170431	1.62	40184.8
0.172631	1.62	40854.5
0.17483	1.62	46547.4
0.177029	1.62	47217.1
0.179228	1.62	53579.7
0.181427	1.62	43868.4
0.183626	1.62	44203.3
0.185825	1.62	45542.8
0.188024	1.62	55923.8
0.190223	1.62	48221.7
0.192423	1.62	55254.1
0.194622	1.62	54584.3
0.196821	1.62	58602.8
0.19902	1.62	54249.5
0.201219	1.62	49896.1
0.203418	1.62	59942.3
0.205617	1.62	51570.5
0.207816	1.62	43198.6
0.210015	1.62	43868.4
0.212215	1.62	32817.6
0.214414	1.62	33822.2
0.216613	1.62	25115.5
0.218812	1.62	18083.2
0.00109956	1.74	12725.2
0.00329867	1.74	9711.32
0.00549779	1.74	8036.96
0.0076969	1.74	1674.37
0.00989602	1.74	3013.86
0.0120951	1.74	1004.62
0.0142942	1.74	1674.37
0.0164934	1.74	334.873
0.0186925	1.74	0
0.0208916	1.74	0
0.0230907	1.74	669.746
0.0252898	1.74	334.873
0.0274889	1.74	0
0.0296881	1.74	334.873
0.0318872	1.74	669.746
0.0340863	1.74	1674.37
0.0362854	1.74	669.746
0.0384845	1.74	1674.37
0.0406836	1.74	669.746
0.0428827	1.74	1674.37
0.0450819	1.74	1004.62
0.047281	1.74	334.873
0.0494801	1.74	1004.62
0.0516792	1.74	334.873
0.0538783	1.74	1339.49
0.0560774	1.74	669.746
0.0582765	1.74	669.746
0.0604757	1.74	1004.62
0.0626748	1.74	1004.62
0.0648739	1.74	1339.49
0.067073	1.74	334.873
0.0692721	1.74	334.873
0.0714712	1.74	334.873
0.0736704	1.74	1004.62
0.0758695	1.74	334.873
0.0780686	1.74	1339.49
0.0802677	1.74	669.746
0.0824668	1.74	669.746
0.0846659	1.74	334.873
0.086865	1.74	669.746
0.0890642	1.74	334.873
0.0912633	1.74	0
0.0934624	1.74	669.746
0.0956615	1.74	1004.62
0.0978606	1.74	334.873
0.10006	1.74	1674.37
0.102259	1.74	3683.6
0.104458	1.74	3013.86
0.106657	1.74	6027.72
0.108856	1.74	15404.2
0.111055	1.74	19087.8
0.113254	1.74	16073.9
0.115454	1.74	28129.3
0.117653	1.74	36836
0.119852	1.74	47552
0.122051	1.74	48556.6
0.12425	1.74	49896.1
0.126449	1.74	51570.5
0.128648	1.74	49896.1
0.130847	1.74	54919.2
0.133046	1.74	51235.6
0.135246	1.74	52240.2
0.137445	1.74	53579.7
0.139644	1.74	52240.2
0.141843	1.74	52240.2
0.144042	1.74	49561.2
0.146241	1.74	46212.5
0.14844	1.74	45877.6
0.150639	1.74	46882.2
0.152838	1.74	38845.3
0.155038	1.74	42194
0.157237	1.74	35831.4
0.159436	1.74	44873
0.161635	1.74	38510.4
0.163834	1.74	46882.2
0.166033	1.74	36836
0.168232	1.74	38510.4
0.170431	1.74	36501.2
0.172631	1.74	35161.7
0.17483	1.74	50900.7
0.177029	1.74	52240.2
0.179228	1.74	50231
0.181427	1.74	54919.2
0.183626	1.74	46212.5
0.185825	1.74	47886.9
0.188024	1.74	53579.7
0.190223	1.74	46547.4
0.192423	1.74	48891.5
0.194622	1.74	64630.5
0.196821	1.74	53914.6
0.19902	1.74	55254.1
0.201219	1.74	52240.2
0.203418	1.74	52240.2
0.205617	1.74	49896.1
0.207816	1.74	49896.1
0.210015	1.74	40519.7
0.212215	1.74	40184.8
0.214414	1.74	28129.3
0.216613	1.74	26455
0.218812	1.74	14064.7
0.00109956	1.86	11720.6
0.00329867	1.86	4018.48
0.00549779	1.86	6027.72
0.0076969	1.86	1674.37
0.00989602	1.86	1339.49
0.0120951	1.86	1339.49
0.0142942	1.86	1339.49
0.0164934	1.86	334.873
0.0186925	1.86	0
0.0208916	1.86	1339.49
0.0230907	1.86	669.746
0.0252898	1.86	1339.49
0.0274889	1.86	0
0.0296881	1.86	669.746
0.0318872	1.86	1004.62
0.0340863	1.86	669.746
0.0362854	1.86	1004.62
0.0384845	1.86	669.746
0.0406836	1.86	334.873
0.0428827	1.86	1674.37
0.0450819	1.86	669.746
0.047281	1.86	669.746
0.0494801	1.86	669.746
0.0516792	1.86	1004.62
0.0538783	1.86	669.746
0.0560774	1.86	1004.62
0.0582765	1.86	334.873
0.0604757	1.86	1339.49
0.0626748	1.86	1004.62
0.0648739	1.86	1004.62
0.067073	1.86	1004.62
0.0692721	1.86	1004.62
0.0714712	1.86	669.746
0.0736704	1.86	669.746
0.0758695	1.86	669.746
0.0780686	1.86	669.746
0.0802677	1.86	334.873
0.0824668	1.86	1339.49
0.0846659	1.86	669.746
0.086865	1.86	669.746
0.0890642	1.86	334.873
0.0912633	1.86	334.873
0.0934624	1.86	334.873
0.0956615	1.86	1674.37
0.0978606	1.86	1339.49
0.10006	1.86	2344.11
0.102259	1.86	4018.48
0.104458	1.86	4018.48
0.106657	1.86	8706.7
0.108856	1.86	11720.6
0.111055	1.86	16408.8
0.113254	1.86	24445.7
0.115454	1.86	28799.1
0.117653	1.86	31143.2
0.119852	1.86	45877.6
0.122051	1.86	44203.3
0.12425	1.86	59942.3
0.126449	1.86	61281.8
0.128648	1.86	53914.6
0.130847	1.86	50565.8
0.133046	1.86	56928.4
0.135246	1.86	56593.6
0.137445	1.86	58937.7
0.139644	1.86	63625.9
0.141843	1.86	44873
0.144042	1.86	59607.4
0.146241	1.86	49561.2
0.14844	1.86	42528.9
0.150639	1.86	39849.9
0.152838	1.86	45542.8
0.155038	1.86	44873
0.157237	1.86	43533.5
0.159436	1.86	33152.4
0.161635	1.86	39849.9
0.163834	1.86	40184.8
0.166033	1.86	42863.8
0.168232	1.86	42194
0.170431	1.86	37170.9
0.172631	1.86	38845.3
0.17483	1.86	45542.8
0.177029	1.86	38845.3
0.179228	1.86	49561.2
0.181427	1.86	52910
0.183626	1.86	54919.2
0.185825	1.86	53244.8
0.188024	1.86	49561.2
0.190223	1.86	53914.6
0.192423	1.86	49896.1
0.194622	1.86	57933.1
0.196821	1.86	57263.3
0.19902	1.86	61951.5
0.201219	1.86	51570.5
0.203418	1.86	48891.5
0.205617	1.86	54919.2
0.207816	1.86	40184.8
0.210015	1.86	38175.5
0.212215	1.86	33487.3
0.214414	1.86	27459.6
0.216613	1.86	23776
0.218812	1.86	18752.9
0.00109956	1.98	13060.1
0.00329867	1.98	6697.46
0.00549779	1.98	2678.99
0.0076969	1.98	2678.99
0.00989602	1.98	1674.37
0.0120951	1.98	2009.24
0.0142942	1.98	1339.49
0.0164934	1.98	334.873
0.0186925	1.98	669.746
0.0208916	1.98	669.746
0.0230907	1.98	334.873
0.0252898	1.98	334.873
0.0274889	1.98	669.746
0.0296881	1.98	334.873
0.0318872	1.98	1004.62
0.0340863	1.98	669.746
0.0362854	1.98	669.746
0.0384845	1.98	669.746
0.0406836	1.98	669.746
0.0428827	1.98	669.746
0.0450819	1.98	1339.49
0.047281	1.98	1674.37
0.0494801	1.98	1004.62
0.0516792	1.98	1674.37
0.0538783	1.98	0
0.0560774	1.98	1004.62
0.0582765	1.98	1004.62
0.0604757	1.98	1004.62
0.0626748	1.98	0
0.0648739	1.98	2344.11
0.067073	1.98	334.873
0.0692721	1.98	1004.62
0.0714712	1.98	1004.62
0.0736704	1.98	669.746
0.0758695	1.98	1004.62
0.0780686	1.98	669.746
0.0802677	1.98	669.746
0.0824668	1.98	669.746
0.0846659	1.98	1339.49
0.086865	1.98	334.873
0.0890642	1.98	1004.62
0.0912633	1.98	669.746
0.0934624	1.98	1339.49
0.0956615	1.98	669.746
0.0978606	1.98	1004.62
0.10006	1.98	2344.11
0.102259	1.98	3013.86
0.104458	1.98	2344.11
0.106657	1.98	11385.7
0.108856	1.98	11050.8
0.111055	1.98	20427.3
0.113254	1.98	23441.1
0.115454	1.98	22436.5
0.117653	1.98	33152.4
0.119852	1.98	41859.1
0.122051	1.98	46212.5
0.12425	1.98	51570.5
0.126449	1.98	54249.5
0.128648	1.98	54584.3
0.130847	1.98	56593.6
0.133046	1.98	65300.3
0.135246	1.98	55588.9
0.137445	1.98	50231
0.139644	1.98	47886.9
0.141843	1.98	46882.2
0.144042	1.98	49896.1
0.146241	1.98	45877.6
0.14844	1.98	45207.9
0.150639	1.98	49226.4
0.152838	1.98	49896.1
0.155038	1.98	44873
0.157237	1.98	39515
0.159436	1.98	44203.3
0.161635	1.98	44203.3
0.163834	1.98	32817.6
0.166033	1.98	37840.7
0.168232	1.98	37840.7
0.170431	1.98	33152.4
0.172631	1.98	44203.3
0.17483	1.98	41859.1
0.177029	1.98	46212.5
0.179228	1.98	49561.2
0.181427	1.98	41859.1
0.183626	1.98	47217.1
0.185825	1.98	46882.2
0.188024	1.98	58267.9
0.190223	1.98	54249.5
0.192423	1.98	57598.2
0.194622	1.98	50565.8
0.196821	1.98	58602.8
0.19902	1.98	50565.8
0.201219	1.98	53244.8
0.203418	1.98	59942.3
0.205617	1.98	47552
0.207816	1.98	50900.7
0.210015	1.98	41859.1
0.212215	1.98	32482.7
0.214414	1.98	31813
0.216613	1.98	22101.6
0.218812	1.98	16743.7
0.00109956	2.1	10715.9
0.00329867	2.1	5692.84
0.00549779	2.1	3683.6
0.0076969	2.1	1004.62
0.00989602	2.1	1674.37
0.0120951	2.1	334.873
0.0142942	2.1	334.873
0.0164934	2.1	669.746
0.0186925	2.1	669.746
0.0208916	2.1	669.746
0.0230907	2.1	0
0.0252898	2.1	334.873
0.0274889	2.1	669.746
0.0296881	2.1	669.746
0.0318872	2.1	334.873
0.0340863	2.1	2009.24
0.0362854	2.1	1004.62
0.0384845	2.1	669.746
0.0406836	2.1	669.746
0.0428827	2.1	334.873
0.0450819	2.1	1674.37
0.047281	2.1	1004.62
0.0494801	2.1	1004.62
0.0516792	2.1	1004.62
0.0538783	2.1	669.746
0.0560774	2.1	1004.62
0.0582765	2.1	1674.37
0.0604757	2.1	334.873
0.0626748	2.1	669.746
0.0648739	2.1	1339.49
0.067073	2.1	334.873
0.0692721	2.1	1004.62
0.0714712	2.1	1004.62
0.0736704	2.1	1004.62
0.0758695	2.1	669.746
0.0780686	2.1	334.873
0.0802677	2.1	669.746
0.0824668	2.1	1674.37
0.0846659	2.1	0
0.086865	2.1	2009.24
0.0890642	2.1	334.873
0.0912633	2.1	334.873
0.0934624	2.1	334.873
0.0956615	2.1	1004.62
0.0978606	2.1	334.873
0.10006	2.1	1004.62
0.102259	2.1	2344.11
0.104458	2.1	5692.84
0.106657	2.1	8706.7
0.108856	2.1	9041.58
0.111055	2.1	17748.3
0.113254	2.1	19422.6
0.115454	2.1	32147.8
0.117653	2.1	34491.9
0.119852	2.1	44203.3
0.122051	2.1	57598.2
0.12425	2.1	46547.4
0.126449	2.1	57598.2
0.128648	2.1	50231
0.130847	2.1	57598.2
0.133046	2.1	59942.3
0.135246	2.1	50565.8
0.137445	2.1	56258.7
0.139644	2.1	57263.3
0.141843	2.1	47217.1
0.144042	2.1	51905.3
0.146241	2.1	56593.6
0.14844	2.1	47886.9
0.150639	2.1	45877.6
0.152838	2.1	44538.1
0.155038	2.1	49896.1
0.157237	2.1	42194
0.159436	2.1	37840.7
0.161635	2.1	40854.5
0.163834	2.1	41524.3
0.166033	2.1	40184.8
0.168232	2.1	35161.7
0.170431	2.1	43533.5
0.172631	2.1	47217.1
0.17483	2.1	40854.5
0.177029	2.1	51570.5
0.179228	2.1	47217.1
0.181427	2.1	41189.4
0.183626	2.1	36836
0.185825	2.1	49561.2
0.188024	2.1	46212.5
0.190223	2.1	55254.1
0.192423	2.1	53914.6
0.194622	2.1	66639.8
0.196821	2.1	54919.2
0.19902	2.1	62621.3
0.201219	2.1	51570.5
0.203418	2.1	51235.6
0.205617	2.1	49896.1
0.207816	2.1	44203.3
0.210015	2.1	39849.9
0.212215	2.1	34157.1
0.214414	2.1	26120.1
0.216613	2.1	25785.2
0.218812	2.1	15739
0.00109956	2.22	10381.1
0.00329867	2.22	4018.48
0.00549779	2.22	5357.97
0.0076969	2.22	2344.11
0.00989602	2.22	3013.86
0.0120951	2.22	669.746
0.0142942	2.22	334.873
0.0164934	2.22	334.873
0.0186925	2.22	669.746
0.0208916	2.22	334.873
0.0230907	2.22	1339.49
0.0252898	2.22	1674.37
0.0274889	2.22	334.873
0.0296881	2.22	334.873
0.0318872	2.22	1674.37
0.0340863	2.22	669.746
0.0362854	2.22	334.873
0.0384845	2.22	334.873
0.0406836	2.22	1339.49
0.0428827	2.22	2009.24
0.0450819	2.22	1004.62
0.047281	2.22	334.873
0.0494801	2.22	334.873
0.0516792	2.22	1339.49
0.0538783	2.22	669.746
0.0560774	2.22	1339.49
0.0582765	2.22	334.873
0.0604757	2.22	1004.62
0.0626748	2.22	1004.62
0.0648739	2.22	1674.37
0.067073	2.22	334.873
0.0692721	2.22	669.746
0.0714712	2.22	1674.37
0.0736704	2.22	1674.37
0.0758695	2.22	334.873
0.0780686	2.22	669.746
0.0802677	2.22	669.746
0.0824668	2.22	1339.49
0.0846659	2.22	0
0.086865	2.22	669.746
0.0890642	2.22	0
0.0912633	2.22	334.873
0.0934624	2.22	1004.62
0.0956615	2.22	1004.62
0.0978606	2.22	334.873
0.10006	2.22	1674.37
0.102259	2.22	2344.11
0.104458	2.22	6362.59
0.106657	2.22	7702.08
0.108856	2.22	11720.6
0.111055	2.22	18083.2
0.113254	2.22	20762.1
0.115454	2.22	29134
0.117653	2.22	34491.9
0.119852	2.22	41189.4
0.122051	2.22	46212.5
0.12425	2.22	51570.5
0.126449	2.22	59607.4
0.128648	2.22	60612
0.130847	2.22	53244.8
0.133046	2.22	56928.4
0.135246	2.22	53914.6
0.137445	2.22	49561.2
0.139644	2.22	50565.8
0.141843	2.22	55254.1
0.144042	2.22	46212.5
0.146241	2.22	41859.1
0.14844	2.22	50231
0.150639	2.22	50900.7
0.152838	2.22	47217.1
0.155038	2.22	43198.6
0.157237	2.22	39180.2
0.159436	2.22	50231
0.161635	2.22	41189.4
0.163834	2.22	40519.7
0.166033	2.22	39515
0.168232	2.22	43533.5
0.170431	2.22	37170.9
0.172631	2.22	40854.5
0.17483	2.22	42194
0.177029	2.22	51235.6
0.179228	2.22	51905.3
0.181427	2.22	45207.9
0.183626	2.22	43198.6
0.185825	2.22	47552
0.188024	2.22	44873
0.190223	2.22	58267.9
0.192423	2.22	49561.2
0.194622	2.22	61281.8
0.196821	2.22	57933.1
0.19902	2.22	60277.2
0.201219	2.22	60277.2
0.203418	2.22	57263.3
0.205617	2.22	54249.5
0.207816	2.22	44538.1
0.210015	2.22	39515
0.212215	2.22	31478.1
0.214414	2.22	28129.3
0.216613	2.22	20427.3
0.218812	2.22	19422.6
0.00109956	2.34	10381.1
0.00329867	2.34	8706.7
0.00549779	2.34	5692.84
0.0076969	2.34	3683.6
0.00989602	2.34	1004.62
0.0120951	2.34	669.746
0.0142942	2.34	669.746
0.0164934	2.34	1004.62
0.0186925	2.34	334.873
0.0208916	2.34	0
0.0230907	2.34	1004.62
0.0252898	2.34	0
0.0274889	2.34	669.746
0.0296881	2.34	334.873
0.0318872	2.34	334.873
0.0340863	2.34	334.873
0.0362854	2.34	1004.62
0.0384845	2.34	1674.37
0.0406836	2.34	0
0.0428827	2.34	1004.62
0.0450819	2.34	1339.49
0.047281	2.34	334.873
0.0494801	2.34	1339.49
0.0516792	2.34	334.873
0.0538783	2.34	1339.49
0.0560774	2.34	0
0.0582765	2.34	1004.62
0.0604757	2.34	1674.37
0.0626748	2.34	1339.49
0.0648739	2.34	334.873
0.067073	2.34	669.746
0.0692721	2.34	0
0.0714712	2.34	669.746
0.0736704	2.34	334.873
0.0758695	2.34	334.873
0.0780686	2.34	669.746
0.0802677	2.34	2009.24
0.0824668	2.34	0
0.0846659	2.34	669.746
0.086865	2.34	334.873
0.0890642	2.34	334.873
0.0912633	2.34	334.873
0.0934624	2.34	1004.62
0.0956615	2.34	669.746
0.0978606	2.34	669.746
0.10006	2.34	1339.49
0.102259	2.34	1674.37
0.104458	2.34	5023.1
0.106657	2.34	6362.59
0.108856	2.34	11050.8
0.111055	2.34	19087.8
0.113254	2.34	17078.5
0.115454	2.34	29803.7
0.117653	2.34	31813
0.119852	2.34	44203.3
0.122051	2.34	49226.4
0.12425	2.34	46212.5
0.126449	2.34	65970
0.128648	2.34	59607.4
0.130847	2.34	48556.6
0.133046	2.34	50900.7
0.135246	2.34	49226.4
0.137445	2.34	52240.2
0.139644	2.34	50231
0.141843	2.34	62286.4
0.144042	2.34	47886.9
0.146241	2.34	44203.3
0.14844	2.34	38175.5
0.150639	2.34	48221.7
0.152838	2.34	42528.9
0.155038	2.34	42528.9
0.157237	2.34	47552
0.159436	2.34	37840.7
0.161635	2.34	35831.4
0.163834	2.34	35161.7
0.166033	2.34	49561.2
0.168232	2.34	39515
0.170431	2.34	42528.9
0.172631	2.34	43533.5
0.17483	2.34	43868.4
0.177029	2.34	44538.1
0.179228	2.34	46882.2
0.181427	2.34	47552
0.183626	2.34	46212.5
0.185825	2.34	46547.4
0.188024	2.34	53244.8
0.190223	2.34	55588.9
0.192423	2.34	53579.7
0.194622	2.34	51235.6
0.196821	2.34	57598.2
