x(m)	y(m)	Flux(W/m2)
0.102259	6.18	4018.48
0.104458	6.18	3013.86
0.106657	6.18	8371.83
0.108856	6.18	10046.2
0.111055	6.18	18418
0.113254	6.18	29134
0.115454	6.18	30808.3
0.117653	6.18	32482.7
0.119852	6.18	40519.7
0.122051	6.18	45542.8
0.12425	6.18	48891.5
0.126449	6.18	49561.2
0.128648	6.18	57263.3
0.130847	6.18	64630.5
0.133046	6.18	57263.3
0.135246	6.18	60277.2
0.137445	6.18	56258.7
0.139644	6.18	54584.3
0.141843	6.18	49561.2
0.144042	6.18	43868.4
0.146241	6.18	48891.5
0.14844	6.18	39515
0.150639	6.18	40519.7
0.152838	6.18	43533.5
0.155038	6.18	41189.4
0.157237	6.18	43868.4
0.159436	6.18	38510.4
0.161635	6.18	42194
0.163834	6.18	41859.1
0.166033	6.18	43533.5
0.168232	6.18	33487.3
0.170431	6.18	44538.1
0.172631	6.18	38510.4
0.17483	6.18	48221.7
0.177029	6.18	41524.3
0.179228	6.18	52575.1
0.181427	6.18	41859.1
0.183626	6.18	46212.5
0.185825	6.18	52910
0.188024	6.18	58937.7
0.190223	6.18	55923.8
0.192423	6.18	55923.8
0.194622	6.18	59272.6
0.196821	6.18	61281.8
0.19902	6.18	57263.3
0.201219	6.18	56593.6
0.203418	6.18	53579.7
0.205617	6.18	47217.1
0.207816	6.18	52575.1
0.210015	6.18	44203.3
0.212215	6.18	36836
0.214414	6.18	27794.5
0.216613	6.18	26789.9
0.218812	6.18	15404.2
0.00109956	6.3	9041.58
0.00329867	6.3	6027.72
0.00549779	6.3	8036.96
0.0076969	6.3	4353.35
0.00989602	6.3	2678.99
0.0120951	6.3	1004.62
0.0142942	6.3	669.746
0.0164934	6.3	669.746
0.0186925	6.3	669.746
0.0208916	6.3	334.873
0.0230907	6.3	334.873
0.0252898	6.3	669.746
0.0274889	6.3	1004.62
0.0296881	6.3	0
0.0318872	6.3	334.873
0.0340863	6.3	669.746
0.0362854	6.3	1339.49
0.0384845	6.3	1004.62
0.0406836	6.3	669.746
0.0428827	6.3	669.746
0.0450819	6.3	669.746
0.047281	6.3	1674.37
0.0494801	6.3	669.746
0.0516792	6.3	334.873
0.0538783	6.3	2009.24
0.0560774	6.3	1674.37
0.0582765	6.3	1004.62
0.0604757	6.3	1339.49
0.0626748	6.3	669.746
0.0648739	6.3	0
0.067073	6.3	1339.49
0.0692721	6.3	334.873
0.0714712	6.3	1004.62
0.0736704	6.3	334.873
0.0758695	6.3	669.746
0.0780686	6.3	334.873
0.0802677	6.3	1674.37
0.0824668	6.3	669.746
0.0846659	6.3	0
0.086865	6.3	0
0.0890642	6.3	1339.49
0.0912633	6.3	669.746
0.0934624	6.3	669.746
0.0956615	6.3	1004.62
0.0978606	6.3	1004.62
0.10006	6.3	2009.24
0.102259	6.3	3348.73
0.104458	6.3	5023.1
0.106657	6.3	9041.58
0.108856	6.3	13394.9
0.111055	6.3	14064.7
0.113254	6.3	23441.1
0.115454	6.3	29134
0.117653	6.3	41859.1
0.119852	6.3	43198.6
0.122051	6.3	53579.7
0.12425	6.3	47217.1
0.126449	6.3	48556.6
0.128648	6.3	62286.4
0.130847	6.3	57263.3
0.133046	6.3	51905.3
0.135246	6.3	55254.1
0.137445	6.3	56258.7
0.139644	6.3	55254.1
0.141843	6.3	48556.6
0.144042	6.3	52575.1
0.146241	6.3	51570.5
0.14844	6.3	47886.9
0.150639	6.3	41189.4
0.152838	6.3	41189.4
0.155038	6.3	39515
0.157237	6.3	45207.9
0.159436	6.3	43533.5
0.161635	6.3	41189.4
0.163834	6.3	40519.7
0.166033	6.3	40854.5
0.168232	6.3	35161.7
0.170431	6.3	41524.3
0.172631	6.3	43198.6
0.17483	6.3	48556.6
0.177029	6.3	49226.4
0.179228	6.3	37170.9
0.181427	6.3	48556.6
0.183626	6.3	52910
0.185825	6.3	48891.5
0.188024	6.3	49226.4
0.190223	6.3	53244.8
0.192423	6.3	59272.6
0.194622	6.3	52575.1
0.196821	6.3	56928.4
0.19902	6.3	55923.8
0.201219	6.3	58937.7
0.203418	6.3	53244.8
0.205617	6.3	55923.8
0.207816	6.3	47217.1
0.210015	6.3	42528.9
0.212215	6.3	34826.8
0.214414	6.3	27124.7
0.216613	6.3	25115.5
0.218812	6.3	16408.8
0.00109956	6.42	10381.1
0.00329867	6.42	8371.83
0.00549779	6.42	4353.35
0.0076969	6.42	2009.24
0.00989602	6.42	1339.49
0.0120951	6.42	1339.49
0.0142942	6.42	669.746
0.0164934	6.42	0
0.0186925	6.42	1339.49
0.0208916	6.42	669.746
0.0230907	6.42	1004.62
0.0252898	6.42	1004.62
0.0274889	6.42	1674.37
0.0296881	6.42	669.746
0.0318872	6.42	1004.62
0.0340863	6.42	334.873
0.0362854	6.42	669.746
0.0384845	6.42	669.746
0.0406836	6.42	669.746
0.0428827	6.42	669.746
0.0450819	6.42	334.873
0.047281	6.42	334.873
0.0494801	6.42	1004.62
0.0516792	6.42	2009.24
0.0538783	6.42	1004.62
0.0560774	6.42	1004.62
0.0582765	6.42	1004.62
0.0604757	6.42	2009.24
0.0626748	6.42	334.873
0.0648739	6.42	1674.37
0.067073	6.42	1004.62
0.0692721	6.42	334.873
0.0714712	6.42	334.873
0.0736704	6.42	334.873
0.0758695	6.42	334.873
0.0780686	6.42	669.746
0.0802677	6.42	669.746
0.0824668	6.42	334.873
0.0846659	6.42	0
0.086865	6.42	669.746
0.0890642	6.42	334.873
0.0912633	6.42	1339.49
0.0934624	6.42	0
0.0956615	6.42	0
0.0978606	6.42	1339.49
0.10006	6.42	2678.99
0.102259	6.42	669.746
0.104458	6.42	4353.35
0.106657	6.42	8036.96
0.108856	6.42	12390.3
0.111055	6.42	17413.4
0.113254	6.42	22101.6
0.115454	6.42	21431.9
0.117653	6.42	32482.7
0.119852	6.42	50231
0.122051	6.42	48891.5
0.12425	6.42	51235.6
0.126449	6.42	56928.4
0.128648	6.42	52575.1
0.130847	6.42	55588.9
0.133046	6.42	59272.6
0.135246	6.42	48556.6
0.137445	6.42	53914.6
0.139644	6.42	52910
0.141843	6.42	51235.6
0.144042	6.42	51905.3
0.146241	6.42	51235.6
0.14844	6.42	43198.6
0.150639	6.42	51235.6
0.152838	6.42	42528.9
0.155038	6.42	49226.4
0.157237	6.42	41524.3
0.159436	6.42	45542.8
0.161635	6.42	39515
0.163834	6.42	40854.5
0.166033	6.42	41189.4
0.168232	6.42	39180.2
0.170431	6.42	36836
0.172631	6.42	41189.4
0.17483	6.42	45542.8
0.177029	6.42	43533.5
0.179228	6.42	47886.9
0.181427	6.42	48556.6
0.183626	6.42	46882.2
0.185825	6.42	54584.3
0.188024	6.42	44203.3
0.190223	6.42	57263.3
0.192423	6.42	53914.6
0.194622	6.42	49226.4
0.196821	6.42	52575.1
0.19902	6.42	60277.2
0.201219	6.42	49561.2
0.203418	6.42	48891.5
0.205617	6.42	50565.8
0.207816	6.42	50565.8
0.210015	6.42	37505.8
0.212215	6.42	34491.9
0.214414	6.42	25115.5
0.216613	6.42	24445.7
0.218812	6.42	15739
0.00109956	6.54	13729.8
0.00329867	6.54	6027.72
0.00549779	6.54	5357.97
0.0076969	6.54	1674.37
0.00989602	6.54	2009.24
0.0120951	6.54	1004.62
0.0142942	6.54	334.873
0.0164934	6.54	1004.62
0.0186925	6.54	1004.62
0.0208916	6.54	669.746
0.0230907	6.54	669.746
0.0252898	6.54	1004.62
0.0274889	6.54	1339.49
0.0296881	6.54	669.746
0.0318872	6.54	334.873
0.0340863	6.54	334.873
0.0362854	6.54	2344.11
0.0384845	6.54	669.746
0.0406836	6.54	669.746
0.0428827	6.54	1004.62
0.0450819	6.54	1004.62
0.047281	6.54	1004.62
0.0494801	6.54	1004.62
0.0516792	6.54	2009.24
0.0538783	6.54	1339.49
0.0560774	6.54	1004.62
0.0582765	6.54	334.873
0.0604757	6.54	669.746
0.0626748	6.54	334.873
0.0648739	6.54	2009.24
0.067073	6.54	669.746
0.0692721	6.54	1674.37
0.0714712	6.54	1004.62
0.0736704	6.54	1339.49
0.0758695	6.54	669.746
0.0780686	6.54	0
0.0802677	6.54	1004.62
0.0824668	6.54	0
0.0846659	6.54	669.746
0.086865	6.54	669.746
0.0890642	6.54	1339.49
0.0912633	6.54	669.746
0.0934624	6.54	1339.49
0.0956615	6.54	0
0.0978606	6.54	669.746
0.10006	6.54	2009.24
0.102259	6.54	3013.86
0.104458	6.54	2678.99
0.106657	6.54	7702.08
0.108856	6.54	11720.6
0.111055	6.54	15404.2
0.113254	6.54	23776
0.115454	6.54	31478.1
0.117653	6.54	34157.1
0.119852	6.54	36166.3
0.122051	6.54	45207.9
0.12425	6.54	53579.7
0.126449	6.54	58267.9
0.128648	6.54	58937.7
0.130847	6.54	58937.7
0.133046	6.54	49226.4
0.135246	6.54	56258.7
0.137445	6.54	56928.4
0.139644	6.54	51570.5
0.141843	6.54	43533.5
0.144042	6.54	51905.3
0.146241	6.54	51570.5
0.14844	6.54	51570.5
0.150639	6.54	48891.5
0.152838	6.54	46547.4
0.155038	6.54	46547.4
0.157237	6.54	39849.9
0.159436	6.54	39515
0.161635	6.54	38845.3
0.163834	6.54	39849.9
0.166033	6.54	29134
0.168232	6.54	40519.7
0.170431	6.54	47886.9
0.172631	6.54	48891.5
0.17483	6.54	46882.2
0.177029	6.54	42194
0.179228	6.54	47217.1
0.181427	6.54	44538.1
0.183626	6.54	53914.6
0.185825	6.54	50565.8
0.188024	6.54	50565.8
0.190223	6.54	53914.6
0.192423	6.54	58937.7
0.194622	6.54	54919.2
0.196821	6.54	55923.8
0.19902	6.54	54584.3
0.201219	6.54	53244.8
0.203418	6.54	56593.6
0.205617	6.54	56258.7
0.207816	6.54	41524.3
0.210015	6.54	41189.4
0.212215	6.54	37170.9
0.214414	6.54	26120.1
0.216613	6.54	23106.2
0.218812	6.54	17748.3
0.00109956	6.66	8036.96
0.00329867	6.66	5357.97
0.00549779	6.66	4353.35
0.0076969	6.66	2678.99
0.00989602	6.66	1674.37
0.0120951	6.66	1674.37
0.0142942	6.66	669.746
0.0164934	6.66	334.873
0.0186925	6.66	669.746
0.0208916	6.66	1004.62
0.0230907	6.66	1004.62
0.0252898	6.66	334.873
0.0274889	6.66	1674.37
0.0296881	6.66	334.873
0.0318872	6.66	1339.49
0.0340863	6.66	0
0.0362854	6.66	669.746
0.0384845	6.66	1004.62
0.0406836	6.66	2009.24
0.0428827	6.66	1004.62
0.0450819	6.66	1339.49
0.047281	6.66	669.746
0.0494801	6.66	669.746
0.0516792	6.66	1004.62
0.0538783	6.66	334.873
0.0560774	6.66	669.746
0.0582765	6.66	1004.62
0.0604757	6.66	1674.37
0.0626748	6.66	334.873
0.0648739	6.66	669.746
0.067073	6.66	1339.49
0.0692721	6.66	1674.37
0.0714712	6.66	0
0.0736704	6.66	334.873
0.0758695	6.66	1339.49
0.0780686	6.66	334.873
0.0802677	6.66	334.873
0.0824668	6.66	334.873
0.0846659	6.66	669.746
0.086865	6.66	1004.62
0.0890642	6.66	0
0.0912633	6.66	334.873
0.0934624	6.66	669.746
0.0956615	6.66	669.746
0.0978606	6.66	669.746
0.10006	6.66	1674.37
0.102259	6.66	2344.11
0.104458	6.66	5023.1
0.106657	6.66	11050.8
0.108856	6.66	14734.4
0.111055	6.66	15069.3
0.113254	6.66	23106.2
0.115454	6.66	24780.6
0.117653	6.66	31478.1
0.119852	6.66	39515
0.122051	6.66	45207.9
0.12425	6.66	53579.7
0.126449	6.66	62621.3
0.128648	6.66	61951.5
0.130847	6.66	57263.3
0.133046	6.66	62621.3
0.135246	6.66	53579.7
0.137445	6.66	60612
0.139644	6.66	54919.2
0.141843	6.66	54919.2
0.144042	6.66	56258.7
0.146241	6.66	44203.3
0.14844	6.66	53914.6
0.150639	6.66	49561.2
0.152838	6.66	47552
0.155038	6.66	45877.6
0.157237	6.66	41189.4
0.159436	6.66	40519.7
0.161635	6.66	39849.9
0.163834	6.66	39849.9
0.166033	6.66	38845.3
0.168232	6.66	45877.6
0.170431	6.66	46882.2
0.172631	6.66	37840.7
0.17483	6.66	40854.5
0.177029	6.66	51570.5
0.179228	6.66	37505.8
0.181427	6.66	50565.8
0.183626	6.66	54584.3
0.185825	6.66	48221.7
0.188024	6.66	50900.7
0.190223	6.66	51905.3
0.192423	6.66	50231
0.194622	6.66	56593.6
0.196821	6.66	49226.4
0.19902	6.66	54249.5
0.201219	6.66	57933.1
0.203418	6.66	57263.3
0.205617	6.66	46212.5
0.207816	6.66	49226.4
0.210015	6.66	34157.1
0.212215	6.66	36836
0.214414	6.66	29134
0.216613	6.66	25115.5
0.218812	6.66	17413.4
0.00109956	6.78	13729.8
0.00329867	6.78	7032.34
0.00549779	6.78	3348.73
0.0076969	6.78	1674.37
0.00989602	6.78	1004.62
0.0120951	6.78	1004.62
0.0142942	6.78	669.746
0.0164934	6.78	669.746
0.0186925	6.78	669.746
0.0208916	6.78	1339.49
0.0230907	6.78	334.873
0.0252898	6.78	669.746
0.0274889	6.78	334.873
0.0296881	6.78	669.746
0.0318872	6.78	669.746
0.0340863	6.78	669.746
0.0362854	6.78	1004.62
0.0384845	6.78	1339.49
0.0406836	6.78	669.746
0.0428827	6.78	1004.62
0.0450819	6.78	669.746
0.047281	6.78	669.746
0.0494801	6.78	669.746
0.0516792	6.78	1004.62
0.0538783	6.78	669.746
0.0560774	6.78	669.746
0.0582765	6.78	0
0.0604757	6.78	334.873
0.0626748	6.78	334.873
0.0648739	6.78	334.873
0.067073	6.78	1339.49
0.0692721	6.78	669.746
0.0714712	6.78	669.746
0.0736704	6.78	1674.37
0.0758695	6.78	669.746
0.0780686	6.78	1004.62
0.0802677	6.78	0
0.0824668	6.78	1339.49
0.0846659	6.78	334.873
0.086865	6.78	0
0.0890642	6.78	669.746
0.0912633	6.78	334.873
0.0934624	6.78	669.746
0.0956615	6.78	334.873
0.0978606	6.78	1339.49
0.10006	6.78	1339.49
0.102259	6.78	3013.86
0.104458	6.78	2344.11
0.106657	6.78	5023.1
0.108856	6.78	15069.3
0.111055	6.78	18752.9
0.113254	6.78	20762.1
0.115454	6.78	29134
0.117653	6.78	43198.6
0.119852	6.78	39180.2
0.122051	6.78	44203.3
0.12425	6.78	59272.6
0.126449	6.78	42863.8
0.128648	6.78	60612
0.130847	6.78	59607.4
0.133046	6.78	54249.5
0.135246	6.78	55923.8
0.137445	6.78	42194
0.139644	6.78	51570.5
0.141843	6.78	49896.1
0.144042	6.78	49561.2
0.146241	6.78	55588.9
0.14844	6.78	52910
0.150639	6.78	48556.6
0.152838	6.78	46547.4
0.155038	6.78	46547.4
0.157237	6.78	46882.2
0.159436	6.78	40184.8
0.161635	6.78	38845.3
0.163834	6.78	42528.9
0.166033	6.78	35831.4
0.168232	6.78	35831.4
0.170431	6.78	37840.7
0.172631	6.78	49561.2
0.17483	6.78	44203.3
0.177029	6.78	51235.6
0.179228	6.78	36501.2
0.181427	6.78	52575.1
0.183626	6.78	44203.3
0.185825	6.78	50565.8
0.188024	6.78	51905.3
0.190223	6.78	50231
0.192423	6.78	55588.9
0.194622	6.78	56258.7
0.196821	6.78	49896.1
0.19902	6.78	62286.4
0.201219	6.78	53914.6
0.203418	6.78	51570.5
0.205617	6.78	64295.6
0.207816	6.78	47217.1
0.210015	6.78	42194
0.212215	6.78	39849.9
0.214414	6.78	33487.3
0.216613	6.78	24780.6
0.218812	6.78	16408.8
0.00109956	6.9	13060.1
0.00329867	6.9	8371.83
0.00549779	6.9	4018.48
0.0076969	6.9	4688.22
0.00989602	6.9	2344.11
0.0120951	6.9	334.873
0.0142942	6.9	669.746
0.0164934	6.9	669.746
0.0186925	6.9	669.746
0.0208916	6.9	0
0.0230907	6.9	669.746
0.0252898	6.9	669.746
0.0274889	6.9	1674.37
0.0296881	6.9	1004.62
0.0318872	6.9	1674.37
0.0340863	6.9	669.746
0.0362854	6.9	0
0.0384845	6.9	334.873
0.0406836	6.9	669.746
0.0428827	6.9	334.873
0.0450819	6.9	1339.49
0.047281	6.9	669.746
0.0494801	6.9	1004.62
0.0516792	6.9	334.873
0.0538783	6.9	669.746
0.0560774	6.9	334.873
0.0582765	6.9	1674.37
0.0604757	6.9	669.746
0.0626748	6.9	334.873
0.0648739	6.9	1004.62
0.067073	6.9	0
0.0692721	6.9	1004.62
0.0714712	6.9	669.746
0.0736704	6.9	1339.49
0.0758695	6.9	1004.62
0.0780686	6.9	669.746
0.0802677	6.9	669.746
0.0824668	6.9	669.746
0.0846659	6.9	334.873
0.086865	6.9	1004.62
0.0890642	6.9	334.873
0.0912633	6.9	0
0.0934624	6.9	1674.37
0.0956615	6.9	334.873
0.0978606	6.9	334.873
0.10006	6.9	2009.24
0.102259	6.9	3348.73
0.104458	6.9	4018.48
0.106657	6.9	7032.34
0.108856	6.9	14064.7
0.111055	6.9	18418
0.113254	6.9	23776
0.115454	6.9	24780.6
0.117653	6.9	44538.1
0.119852	6.9	39849.9
0.122051	6.9	47886.9
0.12425	6.9	50565.8
0.126449	6.9	62286.4
0.128648	6.9	64295.6
0.130847	6.9	58602.8
0.133046	6.9	57263.3
0.135246	6.9	55588.9
0.137445	6.9	55588.9
0.139644	6.9	55588.9
0.141843	6.9	50565.8
0.144042	6.9	52910
0.146241	6.9	54249.5
0.14844	6.9	48556.6
0.150639	6.9	49226.4
0.152838	6.9	37840.7
0.155038	6.9	47217.1
0.157237	6.9	43533.5
0.159436	6.9	44873
0.161635	6.9	38175.5
0.163834	6.9	40519.7
0.166033	6.9	37170.9
0.168232	6.9	34826.8
0.170431	6.9	41524.3
0.172631	6.9	40854.5
0.17483	6.9	44203.3
0.177029	6.9	50900.7
0.179228	6.9	42528.9
0.181427	6.9	54249.5
0.183626	6.9	40184.8
0.185825	6.9	50565.8
0.188024	6.9	47552
0.190223	6.9	48556.6
0.192423	6.9	44538.1
0.194622	6.9	56928.4
0.196821	6.9	55254.1
0.19902	6.9	51905.3
0.201219	6.9	48221.7
0.203418	6.9	54919.2
0.205617	6.9	55254.1
0.207816	6.9	41524.3
0.210015	6.9	43198.6
0.212215	6.9	32817.6
0.214414	6.9	23776
0.216613	6.9	20762.1
0.218812	6.9	18083.2
0.00109956	7.02	7702.08
0.00329867	7.02	9376.45
0.00549779	7.02	3683.6
0.0076969	7.02	2678.99
0.00989602	7.02	1339.49
0.0120951	7.02	669.746
0.0142942	7.02	0
0.0164934	7.02	669.746
0.0186925	7.02	669.746
0.0208916	7.02	1339.49
0.0230907	7.02	1339.49
0.0252898	7.02	1004.62
0.0274889	7.02	1339.49
0.0296881	7.02	1339.49
0.0318872	7.02	669.746
0.0340863	7.02	669.746
0.0362854	7.02	669.746
0.0384845	7.02	669.746
0.0406836	7.02	1004.62
0.0428827	7.02	1004.62
0.0450819	7.02	669.746
0.047281	7.02	1674.37
0.0494801	7.02	669.746
0.0516792	7.02	334.873
0.0538783	7.02	1339.49
0.0560774	7.02	669.746
0.0582765	7.02	669.746
0.0604757	7.02	1004.62
0.0626748	7.02	1339.49
0.0648739	7.02	669.746
0.067073	7.02	2344.11
0.0692721	7.02	334.873
0.0714712	7.02	669.746
0.0736704	7.02	334.873
0.0758695	7.02	334.873
0.0780686	7.02	2009.24
0.0802677	7.02	669.746
0.0824668	7.02	1004.62
0.0846659	7.02	1004.62
0.086865	7.02	1339.49
0.0890642	7.02	669.746
0.0912633	7.02	0
0.0934624	7.02	1004.62
0.0956615	7.02	1004.62
0.0978606	7.02	669.746
0.10006	7.02	2009.24
0.102259	7.02	4688.22
0.104458	7.02	4353.35
0.106657	7.02	9376.45
0.108856	7.02	13394.9
0.111055	7.02	17078.5
0.113254	7.02	23441.1
0.115454	7.02	31813
0.117653	7.02	36166.3
0.119852	7.02	45877.6
0.122051	7.02	51570.5
0.12425	7.02	53579.7
0.126449	7.02	55588.9
0.128648	7.02	54919.2
0.130847	7.02	59942.3
0.133046	7.02	54919.2
0.135246	7.02	62956.2
0.137445	7.02	51570.5
0.139644	7.02	48556.6
0.141843	7.02	50900.7
0.144042	7.02	47886.9
0.146241	7.02	49226.4
0.14844	7.02	48556.6
0.150639	7.02	48221.7
0.152838	7.02	49896.1
0.155038	7.02	47217.1
0.157237	7.02	40854.5
0.159436	7.02	34826.8
0.161635	7.02	39180.2
0.163834	7.02	44873
0.166033	7.02	43198.6
0.168232	7.02	44873
0.170431	7.02	40184.8
0.172631	7.02	44873
0.17483	7.02	43198.6
0.177029	7.02	44203.3
0.179228	7.02	41859.1
0.181427	7.02	43868.4
0.183626	7.02	52240.2
0.185825	7.02	50565.8
0.188024	7.02	45542.8
0.190223	7.02	52240.2
0.192423	7.02	58267.9
0.194622	7.02	51905.3
0.196821	7.02	49226.4
0.19902	7.02	53914.6
0.201219	7.02	61616.7
0.203418	7.02	60946.9
0.205617	7.02	53579.7
0.207816	7.02	42863.8
0.210015	7.02	37505.8
0.212215	7.02	36501.2
0.214414	7.02	19757.5
0.216613	7.02	18752.9
0.218812	7.02	15404.2
0.00109956	7.14	9376.45
0.00329867	7.14	7367.21
0.00549779	7.14	5023.1
0.0076969	7.14	3013.86
0.00989602	7.14	2678.99
0.0120951	7.14	334.873
0.0142942	7.14	669.746
0.0164934	7.14	334.873
0.0186925	7.14	334.873
0.0208916	7.14	1674.37
0.0230907	7.14	1339.49
0.0252898	7.14	1004.62
0.0274889	7.14	334.873
0.0296881	7.14	0
0.0318872	7.14	2009.24
0.0340863	7.14	1339.49
0.0362854	7.14	1004.62
0.0384845	7.14	669.746
0.0406836	7.14	669.746
0.0428827	7.14	1004.62
0.0450819	7.14	669.746
0.047281	7.14	1004.62
0.0494801	7.14	1674.37
0.0516792	7.14	1004.62
0.0538783	7.14	334.873
0.0560774	7.14	1674.37
0.0582765	7.14	669.746
0.0604757	7.14	669.746
0.0626748	7.14	1674.37
0.0648739	7.14	669.746
0.067073	7.14	2009.24
0.0692721	7.14	1004.62
0.0714712	7.14	334.873
0.0736704	7.14	334.873
0.0758695	7.14	669.746
0.0780686	7.14	669.746
0.0802677	7.14	334.873
0.0824668	7.14	1004.62
0.0846659	7.14	1004.62
0.086865	7.14	669.746
0.0890642	7.14	334.873
0.0912633	7.14	0
0.0934624	7.14	669.746
0.0956615	7.14	1004.62
0.0978606	7.14	1339.49
0.10006	7.14	334.873
0.102259	7.14	2678.99
0.104458	7.14	1674.37
0.106657	7.14	7702.08
0.108856	7.14	10046.2
0.111055	7.14	17748.3
0.113254	7.14	23776
0.115454	7.14	30473.5
0.117653	7.14	35496.6
0.119852	7.14	39515
0.122051	7.14	48891.5
0.12425	7.14	57933.1
0.126449	7.14	55254.1
0.128648	7.14	60946.9
0.130847	7.14	51235.6
0.133046	7.14	54919.2
0.135246	7.14	55923.8
0.137445	7.14	52240.2
0.139644	7.14	65635.1
0.141843	7.14	49226.4
0.144042	7.14	53244.8
0.146241	7.14	48221.7
0.14844	7.14	54919.2
0.150639	7.14	47886.9
0.152838	7.14	43198.6
0.155038	7.14	46547.4
0.157237	7.14	47217.1
0.159436	7.14	44538.1
0.161635	7.14	41189.4
0.163834	7.14	41189.4
0.166033	7.14	38175.5
0.168232	7.14	39849.9
0.170431	7.14	43868.4
0.172631	7.14	54919.2
0.17483	7.14	46547.4
0.177029	7.14	48556.6
0.179228	7.14	43868.4
0.181427	7.14	42863.8
0.183626	7.14	49561.2
0.185825	7.14	56593.6
0.188024	7.14	46547.4
0.190223	7.14	54249.5
0.192423	7.14	54249.5
0.194622	7.14	50565.8
0.196821	7.14	61281.8
0.19902	7.14	61616.7
0.201219	7.14	62286.4
0.203418	7.14	53244.8
0.205617	7.14	53244.8
0.207816	7.14	48556.6
0.210015	7.14	40519.7
0.212215	7.14	37505.8
0.214414	7.14	31813
0.216613	7.14	25450.4
0.218812	7.14	18083.2
0.00109956	7.26	10381.1
0.00329867	7.26	8036.96
0.00549779	7.26	3013.86
0.0076969	7.26	4688.22
0.00989602	7.26	3013.86
0.0120951	7.26	1674.37
0.0142942	7.26	1004.62
0.0164934	7.26	1004.62
0.0186925	7.26	669.746
0.0208916	7.26	1339.49
0.0230907	7.26	0
0.0252898	7.26	334.873
0.0274889	7.26	669.746
0.0296881	7.26	669.746
0.0318872	7.26	669.746
0.0340863	7.26	334.873
0.0362854	7.26	334.873
0.0384845	7.26	2009.24
0.0406836	7.26	0
0.0428827	7.26	669.746
0.0450819	7.26	1004.62
0.047281	7.26	1004.62
0.0494801	7.26	1004.62
0.0516792	7.26	669.746
0.0538783	7.26	669.746
0.0560774	7.26	2678.99
0.0582765	7.26	1674.37
0.0604757	7.26	1339.49
0.0626748	7.26	669.746
0.0648739	7.26	2009.24
0.067073	7.26	1004.62
0.0692721	7.26	1674.37
0.0714712	7.26	669.746
0.0736704	7.26	0
0.0758695	7.26	0
0.0780686	7.26	669.746
0.0802677	7.26	334.873
0.0824668	7.26	1004.62
0.0846659	7.26	669.746
0.086865	7.26	334.873
0.0890642	7.26	0
0.0912633	7.26	334.873
0.0934624	7.26	1339.49
0.0956615	7.26	669.746
0.0978606	7.26	334.873
0.10006	7.26	2678.99
0.102259	7.26	4688.22
0.104458	7.26	7032.34
0.106657	7.26	7702.08
0.108856	7.26	9376.45
0.111055	7.26	16073.9
0.113254	7.26	22436.5
0.115454	7.26	26120.1
0.117653	7.26	35496.6
0.119852	7.26	38845.3
0.122051	7.26	46882.2
0.12425	7.26	55588.9
0.126449	7.26	55588.9
0.128648	7.26	57598.2
0.130847	7.26	44873
0.133046	7.26	62621.3
0.135246	7.26	53244.8
0.137445	7.26	54919.2
0.139644	7.26	50231
0.141843	7.26	43533.5
0.144042	7.26	43868.4
0.146241	7.26	41859.1
0.14844	7.26	42863.8
0.150639	7.26	43533.5
0.152838	7.26	51235.6
0.155038	7.26	44873
0.157237	7.26	45207.9
0.159436	7.26	39180.2
0.161635	7.26	44873
0.163834	7.26	41189.4
0.166033	7.26	43198.6
0.168232	7.26	45877.6
0.170431	7.26	42194
0.172631	7.26	45207.9
0.17483	7.26	45542.8
0.177029	7.26	47217.1
0.179228	7.26	50900.7
0.181427	7.26	43533.5
0.183626	7.26	43198.6
0.185825	7.26	42863.8
0.188024	7.26	50900.7
0.190223	7.26	56258.7
0.192423	7.26	60946.9
0.194622	7.26	61616.7
0.196821	7.26	60612
0.19902	7.26	67979.3
0.201219	7.26	60277.2
0.203418	7.26	54584.3
0.205617	7.26	46547.4
0.207816	7.26	54249.5
0.210015	7.26	50231
0.212215	7.26	38510.4
0.214414	7.26	32147.8
0.216613	7.26	19087.8
0.218812	7.26	17078.5
0.00109956	7.38	8706.7
0.00329867	7.38	10046.2
0.00549779	7.38	5023.1
0.0076969	7.38	2009.24
0.00989602	7.38	3013.86
0.0120951	7.38	1674.37
0.0142942	7.38	334.873
0.0164934	7.38	1339.49
0.0186925	7.38	334.873
0.0208916	7.38	1004.62
0.0230907	7.38	334.873
0.0252898	7.38	334.873
0.0274889	7.38	669.746
0.0296881	7.38	2344.11
0.0318872	7.38	334.873
0.0340863	7.38	1674.37
0.0362854	7.38	334.873
0.0384845	7.38	1004.62
0.0406836	7.38	669.746
0.0428827	7.38	334.873
0.0450819	7.38	1339.49
0.047281	7.38	1004.62
0.0494801	7.38	1339.49
0.0516792	7.38	334.873
0.0538783	7.38	334.873
0.0560774	7.38	669.746
0.0582765	7.38	334.873
0.0604757	7.38	1004.62
0.0626748	7.38	334.873
0.0648739	7.38	669.746
0.067073	7.38	334.873
0.0692721	7.38	1339.49
0.0714712	7.38	334.873
0.0736704	7.38	334.873
0.0758695	7.38	1339.49
0.0780686	7.38	669.746
0.0802677	7.38	1004.62
0.0824668	7.38	669.746
0.0846659	7.38	1004.62
0.086865	7.38	334.873
0.0890642	7.38	1339.49
0.0912633	7.38	2009.24
0.0934624	7.38	0
